TRAINER_NONE: {'id': 'TRAINER_NONE', 'start_line': 16, 'data': ['.trainerName = {_END},', '.trainerName = {_END},'], 'party_name': None, 'party_type': None, 'end_line': 22}
TRAINER_AQUA_LEADER: {'id': 'TRAINER_AQUA_LEADER', 'start_line': 23, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_AQUA_LEADER,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_AQUA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_ARCHIE,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.partySize = 0,', '.party = {.NoItemDefaultMoves = sParty_AquaLeader},'], 'party_name': 'sParty_AquaLeader', 'party_type': 1, 'end_line': 39}
TRAINER_MAY_3: {'id': 'TRAINER_MAY_3', 'start_line': 1094, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PKMN_TRAINER_2,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_MAY,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_May3},'], 'party_name': 'sParty_May3', 'party_type': 1, 'end_line': 1110}
TRAINER_RS_PKMN_BREEDER_M: {'id': 'TRAINER_RS_PKMN_BREEDER_M', 'start_line': 1111, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PKMN_BREEDER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_BREEDER_M,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPkmnBreederM},'], 'party_name': 'sParty_RSPkmnBreederM', 'party_type': 1, 'end_line': 1127}
TRAINER_RS_PKMN_BREEDER_F: {'id': 'TRAINER_RS_PKMN_BREEDER_F', 'start_line': 1128, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PKMN_BREEDER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_BREEDER_F,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPkmnBreederF},'], 'party_name': 'sParty_RSPkmnBreederF', 'party_type': 1, 'end_line': 1144}
TRAINER_RS_PKMN_RANGER_M: {'id': 'TRAINER_RS_PKMN_RANGER_M', 'start_line': 1145, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PKMN_RANGER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_COOL,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_RANGER_M,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPkmnRangerM},'], 'party_name': 'sParty_RSPkmnRangerM', 'party_type': 1, 'end_line': 1161}
TRAINER_RS_PKMN_RANGER_F: {'id': 'TRAINER_RS_PKMN_RANGER_F', 'start_line': 1162, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_PKMN_RANGER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_COOL,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_RANGER_F,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSPkmnRangerF},'], 'party_name': 'sParty_RSPkmnRangerF', 'party_type': 1, 'end_line': 1178}
TRAINER_MAGMA_LEADER: {'id': 'TRAINER_MAGMA_LEADER', 'start_line': 1179, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_MAGMA_LEADER,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MAGMA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_MAXIE,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_MagmaLeader},'], 'party_name': 'sParty_MagmaLeader', 'party_type': 1, 'end_line': 1195}
TRAINER_MAGMA_GRUNT_M: {'id': 'TRAINER_MAGMA_GRUNT_M', 'start_line': 1196, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_TEAM_MAGMA,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MAGMA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_MAGMA_GRUNT_M,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_MagmaGruntM},'], 'party_name': 'sParty_MagmaGruntM', 'party_type': 1, 'end_line': 1212}
TRAINER_MAMGA_GRUNT_F: {'id': 'TRAINER_MAMGA_GRUNT_F', 'start_line': 1213, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_TEAM_MAGMA,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MAGMA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_MAGMA_GRUNT_F,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_MagmaGruntF},'], 'party_name': 'sParty_MagmaGruntF', 'party_type': 1, 'end_line': 1229}
TRAINER_RS_LASS: {'id': 'TRAINER_RS_LASS', 'start_line': 1230, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LASS_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_LASS,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSLass},'], 'party_name': 'sParty_RSLass', 'party_type': 1, 'end_line': 1246}
TRAINER_RS_BUG_CATCHER: {'id': 'TRAINER_RS_BUG_CATCHER', 'start_line': 1247, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_BUG_CATCHER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_BUGCATCHER,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSBugCatcher},'], 'party_name': 'sParty_RSBugCatcher', 'party_type': 1, 'end_line': 1263}
TRAINER_RS_HIKER: {'id': 'TRAINER_RS_HIKER', 'start_line': 1264, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_HIKER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_HIKER,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_HIKER,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSHiker},'], 'party_name': 'sParty_RSHiker', 'party_type': 1, 'end_line': 1280}
TRAINER_RS_YOUNG_COUPLE: {'id': 'TRAINER_RS_YOUNG_COUPLE', 'start_line': 1281, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_YOUNG_COUPLE_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_GIRL,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_YOUNG_COUPLE,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = TRUE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSYoungCouple},'], 'party_name': 'sParty_RSYoungCouple', 'party_type': 1, 'end_line': 1297}
TRAINER_OLD_COUPLE: {'id': 'TRAINER_OLD_COUPLE', 'start_line': 1298, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_OLD_COUPLE,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_INTENSE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_EXPERT_DUO,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = TRUE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_OldCouple},'], 'party_name': 'sParty_OldCouple', 'party_type': 1, 'end_line': 1314}
TRAINER_RS_SIS_AND_BRO: {'id': 'TRAINER_RS_SIS_AND_BRO', 'start_line': 1315, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_SIS_AND_BRO_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_SWIMMER,', '.gender = 0,', '.trainerPic = TRAINER_PIC_RS_SIS_AND_BRO,', '.trainerName = {_END},', '.trainerName = {_END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = TRUE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_RSSisAndBro},'], 'party_name': 'sParty_RSSisAndBro', 'party_type': 1, 'end_line': 1331}
TRAINER_AQUA_ADMIN_MATT: {'id': 'TRAINER_AQUA_ADMIN_MATT', 'start_line': 1332, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_AQUA_ADMIN,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_AQUA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_MATT,', '.trainerName = {_M, _a, _t, _t, _END},', '.trainerName = {_M, _A, _T, _T, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_AquaAdminMatt},'], 'party_name': 'sParty_AquaAdminMatt', 'party_type': 1, 'end_line': 1348}
TRAINER_AQUA_ADMIN_SHELLY: {'id': 'TRAINER_AQUA_ADMIN_SHELLY', 'start_line': 1349, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_AQUA_ADMIN,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_AQUA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_SHELLY,', '.trainerName = {_S, _h, _e, _l, _l, _y, _END},', '.trainerName = {_S, _H, _E, _L, _L, _Y, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_AquaAdminShelly},'], 'party_name': 'sParty_AquaAdminShelly', 'party_type': 1, 'end_line': 1365}
TRAINER_MAGMA_ADMIN_TABITHA: {'id': 'TRAINER_MAGMA_ADMIN_TABITHA', 'start_line': 1366, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_MAGMA_ADMIN,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MAGMA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_TABITHA,', '.trainerName = {_T, _a, _b, _i, _t, _h, _a, _END},', '.trainerName = {_T, _A, _B, _I, _T, _H, _A, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_MagmaAdminTabitha},'], 'party_name': 'sParty_MagmaAdminTabitha', 'party_type': 1, 'end_line': 1382}
TRAINER_MAGMA_ADMIN_COURTNEY: {'id': 'TRAINER_MAGMA_ADMIN_COURTNEY', 'start_line': 1383, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_MAGMA_ADMIN,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MAGMA,', '.gender = 0,', '.trainerPic = TRAINER_PIC_COURTNEY,', '.trainerName = {_C, _o, _u, _r, _t, _n, _e, _y, _END},', '.trainerName = {_C, _O, _U, _R, _T, _N, _E, _Y, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_MagmaAdminCourtney},'], 'party_name': 'sParty_MagmaAdminCourtney', 'party_type': 1, 'end_line': 1399}
TRAINER_LEADER_WATTSON: {'id': 'TRAINER_LEADER_WATTSON', 'start_line': 1400, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LEADER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_WATTSON,', '.trainerName = {_W, _a, _t, _t, _s, _o, _n, _END},', '.trainerName = {_W, _A, _T, _T, _S, _O, _N, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_LeaderWattson},'], 'party_name': 'sParty_LeaderWattson', 'party_type': 1, 'end_line': 1416}
TRAINER_LEADER_FLANNERY: {'id': 'TRAINER_LEADER_FLANNERY', 'start_line': 1417, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LEADER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_FLANNERY,', '.trainerName = {_F, _l, _a, _n, _n, _e, _r, _y, _END},', '.trainerName = {_F, _L, _A, _N, _N, _E, _R, _Y, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_LeaderFlannery},'], 'party_name': 'sParty_LeaderFlannery', 'party_type': 1, 'end_line': 1433}
TRAINER_LEADER_NORMAN: {'id': 'TRAINER_LEADER_NORMAN', 'start_line': 1434, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LEADER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_NORMAN,', '.trainerName = {_N, _o, _r, _m, _a, _n, _END},', '.trainerName = {_N, _O, _R, _M, _A, _N, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_LeaderNorman},'], 'party_name': 'sParty_LeaderNorman', 'party_type': 1, 'end_line': 1450}
TRAINER_LEADER_WINONA: {'id': 'TRAINER_LEADER_WINONA', 'start_line': 1451, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LEADER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_FEMALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_WINONA,', '.trainerName = {_W, _i, _n, _o, _n, _a, _END},', '.trainerName = {_W, _I, _N, _O, _N, _A, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_LeaderWinona},'], 'party_name': 'sParty_LeaderWinona', 'party_type': 1, 'end_line': 1467}
TRAINER_LEADER_WALLACE: {'id': 'TRAINER_LEADER_WALLACE', 'start_line': 1468, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_LEADER_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_MALE,', '.gender = 0,', '.trainerPic = TRAINER_PIC_WALLACE,', '.trainerName = {_W, _a, _l, _l, _a, _c, _e, _END},', '.trainerName = {_W, _A, _L, _L, _A, _C, _E, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_LeaderWallace},'], 'party_name': 'sParty_LeaderWallace', 'party_type': 1, 'end_line': 1484}
TRAINER_ELITE_FOUR_GLACIA: {'id': 'TRAINER_ELITE_FOUR_GLACIA', 'start_line': 1485, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_ELITE_FOUR_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_ELITE_FOUR,', '.gender = 0,', '.trainerPic = TRAINER_PIC_GLACIA,', '.trainerName = {_G, _l, _a, _c, _i, _a, _END},', '.trainerName = {_G, _L, _A, _C, _I, _A, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_EliteFourGlacia},'], 'party_name': 'sParty_EliteFourGlacia', 'party_type': 1, 'end_line': 1501}
TRAINER_ELITE_FOUR_DRAKE: {'id': 'TRAINER_ELITE_FOUR_DRAKE', 'start_line': 1502, 'data': ['.partyFlags = 0,', '.trainerClass = CLASS_ELITE_FOUR_RS,', '.encounterMusic = TRAINER_ENCOUNTER_MUSIC_ELITE_FOUR,', '.gender = 0,', '.trainerPic = TRAINER_PIC_DRAKE,', '.trainerName = {_D, _r, _a, _k, _e, _END},', '.trainerName = {_D, _R, _A, _K, _E, _END},', '.items = {ITEM_NONE, ITEM_NONE, ITEM_NONE, ITEM_NONE},', '.doubleBattle = FALSE,', '.partySize = 0,', '.aiFlags = AI_SCRIPT_CHECK_BAD_MOVE | AI_SCRIPT_CHECK_GOOD_MOVE | AI_SCRIPT_SEMI_SMART | AI_SCRIPT_TRY_TO_FAINT | AI_SCRIPT_CHECK_VIABILITY | AI_SCRIPT_SETUP_FIRST_TURN | AI_SCRIPT_RISKY | AI_SCRIPT_HP_AWARE,', '.party = {.NoItemDefaultMoves = sParty_EliteFourDrake},'], 'party_name': 'sParty_EliteFourDrake', 'party_type': 1, 'end_line': 1518}
